  0.686787E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.620498E+02  0.122327E+03  0.256387E+04  0.820208E+01  0.256399E+04
  0.689370E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.497083E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.617036E+02  0.122602E+03  0.256390E+04  0.120955E+02  0.256400E+04
  0.692093E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.485303E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.623418E+02  0.122759E+03  0.256402E+04  0.220249E+02  0.256412E+04
  0.690578E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.498446E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.612105E+02  0.122785E+03  0.256388E+04  0.103248E+02  0.256399E+04
  0.698290E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.491238E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.597090E+02  0.123783E+03  0.256393E+04  0.177592E+02  0.256403E+04
  0.691937E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.495261E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.612065E+02  0.122914E+03  0.256391E+04  0.141143E+02  0.256401E+04
  0.687353E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.490128E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.630131E+02  0.122238E+03  0.256398E+04  0.186353E+02  0.256409E+04
  0.690550E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.500084E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.610210E+02  0.122810E+03  0.256386E+04  0.766482E+01  0.256397E+04
  0.690559E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.496089E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.614977E+02  0.122741E+03  0.256390E+04  0.132365E+02  0.256401E+04
  0.693581E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.494919E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.607609E+02  0.123140E+03  0.256391E+04  0.144612E+02  0.256401E+04
  0.695374E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.495810E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.600895E+02  0.123422E+03  0.256389E+04  0.135388E+02  0.256400E+04
  0.700709E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499491E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.577448E+02  0.124353E+03  0.256383E+04  0.872283E+01  0.256394E+04
  0.700764E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.497777E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.579595E+02  0.124325E+03  0.256385E+04  0.112299E+02  0.256396E+04
