  0.636837E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.593804E+02  0.123959E+03  0.256407E+04  0.819962E+01  0.256420E+04
  0.637037E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.594583E+02  0.123920E+03  0.256407E+04  0.819964E+01  0.256420E+04
  0.637237E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.595356E+02  0.123882E+03  0.256407E+04  0.819966E+01  0.256420E+04
  0.637437E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.596124E+02  0.123844E+03  0.256407E+04  0.819969E+01  0.256420E+04
  0.637638E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.596885E+02  0.123806E+03  0.256407E+04  0.819971E+01  0.256419E+04
  0.637838E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.597641E+02  0.123768E+03  0.256407E+04  0.819973E+01  0.256419E+04
  0.638038E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.598390E+02  0.123730E+03  0.256406E+04  0.819976E+01  0.256419E+04
  0.638238E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.599134E+02  0.123693E+03  0.256406E+04  0.819978E+01  0.256419E+04
  0.638438E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.599872E+02  0.123656E+03  0.256406E+04  0.819981E+01  0.256419E+04
  0.638639E+01  0.124201E+03  0.248401E+03  0.745203E+03  0.150000E+04  0.150000E+04  0.150000E+04  0.150000E+04  0.200000E+03  0.200000E+03  0.200000E+03  0.200000E+03  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.100000E+04  0.499793E+00  0.000000E+00  0.259611E+04  0.000000E+00  0.373538E+03  0.600603E+02  0.123619E+03  0.256406E+04  0.819983E+01  0.256419E+04
