  0.550000E+03  0.250000E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.640000E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.887884E+02  0.129084E+03  0.306603E+03  0.162909E+03  0.297296E+03
  0.550000E+03  0.250940E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.636530E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.897213E+02  0.128877E+03  0.307368E+03  0.161818E+03  0.297960E+03
  0.550000E+03  0.247179E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.637643E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.907191E+02  0.128255E+03  0.306116E+03  0.163550E+03  0.296873E+03
  0.550000E+03  0.248155E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.622532E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.957830E+02  0.126739E+03  0.308493E+03  0.160039E+03  0.298921E+03
  0.550000E+03  0.252187E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.639885E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.879864E+02  0.129511E+03  0.307259E+03  0.162028E+03  0.297869E+03
  0.550000E+03  0.250582E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.638789E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.890183E+02  0.129061E+03  0.306946E+03  0.162427E+03  0.297593E+03
  0.550000E+03  0.251021E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.640540E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.881926E+02  0.129350E+03  0.306825E+03  0.162619E+03  0.297490E+03
  0.550000E+03  0.253825E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.631277E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.905458E+02  0.128892E+03  0.308919E+03  0.159627E+03  0.299319E+03
  0.550000E+03  0.251515E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.636448E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.895316E+02  0.128985E+03  0.307546E+03  0.161577E+03  0.298116E+03
  0.550000E+03  0.249849E+01 -0.390000E+03  0.500000E+03  0.500000E+03  0.500000E+03  0.629851E+00  0.310000E+00  0.000000E+00  0.000000E+00  0.121000E+03  0.925700E+02  0.127902E+03  0.307979E+03  0.160869E+03  0.298485E+03
