0.0000000000e+00 1.0207538253e-04 9.7953209954e-05 1.0619755511e-04
1.0000000000e-01 1.1832203551e-04 1.1415413685e-04 1.2248993417e-04
1.4142135624e-01 1.3565280957e-04 1.3140091607e-04 1.3990470308e-04
1.7320508076e-01 1.5427041306e-04 1.4989028633e-04 1.5865053980e-04
2.0000000000e-01 1.7446381816e-04 1.6990370580e-04 1.7902393051e-04
2.2360679775e-01 1.9668177663e-04 1.9187953051e-04 2.0148402274e-04
2.4494897428e-01 2.2172929698e-04 2.1660586205e-04 2.2685273191e-04
2.6457513111e-01 2.5156294615e-04 2.4600130042e-04 2.5712459189e-04
2.8284271247e-01 2.8633514204e-04 2.8030997119e-04 2.9236031289e-04
3.0000000000e-01 3.1728322288e-04 3.1104946709e-04 3.2351697866e-04
3.1622776602e-01 3.4595706988e-04 3.3914308316e-04 3.5277105661e-04
3.3166247904e-01 3.7545152019e-04 3.6800928689e-04 3.8289375349e-04
3.4641016151e-01 4.0508598485e-04 3.9697266670e-04 4.1319930300e-04
3.6055512755e-01 4.3494086649e-04 4.2610991698e-04 4.4377181600e-04
3.7416573868e-01 4.6482881072e-04 4.5523455240e-04 4.7442306904e-04
3.8729833462e-01 4.9466621790e-04 4.8426244625e-04 5.0506998956e-04
4.0000000000e-01 5.2435214449e-04 5.1309248585e-04 5.3561180312e-04
4.1231056256e-01 5.5380071478e-04 5.4163789001e-04 5.6596353955e-04
4.2426406871e-01 5.8287392786e-04 5.6976108129e-04 5.9598677443e-04
4.3588989435e-01 6.1153591569e-04 5.9742472213e-04 6.2564710925e-04
4.4721359550e-01 6.3971185986e-04 6.2455351540e-04 6.5487020432e-04
4.5825756950e-01 6.6734579892e-04 6.5109065958e-04 6.8360093825e-04
4.6904157598e-01 6.9442033124e-04 6.7701705222e-04 7.1182361027e-04
4.7958315233e-01 7.2085342661e-04 7.0225096051e-04 7.3945589271e-04
4.8989794856e-01 7.4666379314e-04 7.2680874451e-04 7.6651884177e-04
5.0000000000e-01 7.7184697059e-04 7.5068443276e-04 7.9300950842e-04
5.0990195136e-01 7.9637879339e-04 7.7385340653e-04 8.1890418024e-04
5.1961524227e-01 8.2028558938e-04 7.9633926856e-04 8.4423191020e-04
5.2915026221e-01 8.4357771376e-04 8.1815075234e-04 8.6900467518e-04
5.3851648071e-01 8.6626342018e-04 8.3929496935e-04 8.9323187101e-04
5.4772255751e-01 8.8837144943e-04 8.5979772441e-04 9.1694517445e-04
5.5677643628e-01 9.0993316753e-04 8.7968823116e-04 9.4017810389e-04
5.6568542495e-01 9.3098765080e-04 8.9900381826e-04 9.6297148334e-04
5.7445626465e-01 9.5154977275e-04 9.1775608905e-04 9.8534345645e-04
5.8309518948e-01 9.7165455676e-04 9.3597718178e-04 1.0073319317e-03
5.9160797831e-01 9.9135789902e-04 9.5372026082e-04 1.0289955372e-03
6.0000000000e-01 1.0106683153e-03 9.7099047254e-04 1.0503461581e-03
6.0827625303e-01 1.0296211438e-03 9.8781974164e-04 1.0714225459e-03
6.1644140030e-01 1.0482845725e-03 1.0042732775e-03 1.0922958674e-03
6.2449979984e-01 1.0666635831e-03 1.0203516386e-03 1.1129755275e-03
6.3245553203e-01 1.0847875738e-03 1.0360797700e-03 1.1334953777e-03
6.4031242374e-01 1.1027130111e-03 1.0515092472e-03 1.1539167750e-03
6.4807406984e-01 1.1204585780e-03 1.0666541666e-03 1.1742629894e-03
6.5574385243e-01 1.1380473748e-03 1.0815327045e-03 1.1945620451e-03
6.6332495807e-01 1.1555285969e-03 1.0961894040e-03 1.2148677897e-03
6.7082039325e-01 1.1729300968e-03 1.1106460729e-03 1.2352141207e-03
6.7823299831e-01 1.1902686442e-03 1.1249122603e-03 1.2556250281e-03
6.8556546004e-01 1.2075825682e-03 1.1390187880e-03 1.2761463483e-03
6.9282032303e-01 1.2249031120e-03 1.1529894682e-03 1.2968167559e-03
7.0000000000e-01 1.2422493352e-03 1.1668361795e-03 1.3176624909e-03
7.0710678119e-01 1.2596577520e-03 1.1805885095e-03 1.3387269945e-03
7.1414284285e-01 1.2771605753e-03 1.1942698934e-03 1.3600512572e-03
7.2111025509e-01 1.2947778282e-03 1.2078880817e-03 1.3816675746e-03
7.2801098893e-01 1.3125400395e-03 1.2214616374e-03 1.4036184417e-03
7.3484692283e-01 1.3304783446e-03 1.2350099027e-03 1.4259467865e-03
7.4161984871e-01 1.3486251000e-03 1.2485534530e-03 1.4486967469e-03
7.4833147735e-01 1.3670211466e-03 1.2621227714e-03 1.4719195218e-03
7.5498344353e-01 1.3856967824e-03 1.2757305867e-03 1.4956629782e-03
7.6157731059e-01 1.4046823751e-03 1.2893883121e-03 1.5199764382e-03
7.6811457479e-01 1.4240094764e-03 1.3031081143e-03 1.5449108386e-03
7.7459666924e-01 1.4437271761e-03 1.3169209766e-03 1.5705333756e-03
7.8102496759e-01 1.4638821908e-03 1.3308584380e-03 1.5969059435e-03
7.8740078740e-01 1.4845237011e-03 1.3449389757e-03 1.6241084266e-03
7.9372539332e-01 1.5056914092e-03 1.3591666967e-03 1.6522161217e-03
8.0000000000e-01 1.5274562885e-03 1.3735852464e-03 1.6813273305e-03
8.0622577483e-01 1.5499127931e-03 1.3882720723e-03 1.7115535138e-03
8.1240384046e-01 1.5731261159e-03 1.4032374489e-03 1.7430147829e-03
8.1853527719e-01 1.5971470537e-03 1.4184636486e-03 1.7758304588e-03
8.2462112512e-01 1.6223699108e-03 1.4344307253e-03 1.8103090963e-03
8.3066238629e-01 1.6479729182e-03 1.4497896996e-03 1.8461561368e-03
8.3666002653e-01 1.6766943058e-03 1.4683912005e-03 1.8849974111e-03
8.4261497732e-01 1.7048031964e-03 1.4845792386e-03 1.9250271543e-03
8.4852813742e-01 1.7358670774e-03 1.5032116564e-03 1.9685224984e-03
8.5440037453e-01 1.7698322318e-03 1.5235807365e-03 2.0160837271e-03
8.6023252670e-01 1.8067045846e-03 1.5456539703e-03 2.0677551990e-03
8.6602540378e-01 1.8457731670e-03 1.5686359894e-03 2.1229103446e-03
8.7177978871e-01 1.8870979703e-03 1.5925218998e-03 2.1816740407e-03
8.7749643874e-01 1.9304776654e-03 1.6169647423e-03 2.2439905885e-03
8.8317608663e-01 1.9759078033e-03 1.6418329239e-03 2.3099826828e-03
8.8881944173e-01 2.0233710197e-03 1.6669565532e-03 2.3797854862e-03
8.9442719100e-01 2.0727585543e-03 1.6920251231e-03 2.4534919855e-03
9.0000000000e-01 2.1240956961e-03 1.7168802618e-03 2.5313111304e-03
9.0553851381e-01 2.1772704128e-03 1.7411737998e-03 2.6133670258e-03
9.1104335791e-01 2.2321598009e-03 1.7645039892e-03 2.6998156126e-03
9.1651513899e-01 2.2887155935e-03 1.7865386363e-03 2.7908925508e-03
9.2195444573e-01 2.3466519262e-03 1.8066524617e-03 2.8866513907e-03
9.2736184955e-01 2.4056939965e-03 1.8241646258e-03 2.9872233672e-03
9.3273790531e-01 2.4655967218e-03 1.8383892708e-03 3.0928041729e-03
9.3808315196e-01 2.5256517070e-03 1.8481299065e-03 3.2031735074e-03
9.4339811321e-01 2.5850635346e-03 1.8520166159e-03 3.3181104533e-03
