70.0d0  0.0785d0
70.1d0  0.0766d0
70.2d0  0.0749d0
70.3d0  0.0734d0
70.4d0  0.072d0
70.5d0  0.0708d0
70.6d0  0.07d0
70.7d0  0.0688d0
70.8d0  0.0679d0
70.9d0  0.067d0
71.0d0  0.066d0
71.1d0  0.0649d0
71.2d0  0.0637d0
71.3d0  0.062d0
71.4d0  0.0604d0
71.5d0  0.0583d0
71.6d0  0.0563d0
71.7d0  0.0539d0
71.8d0  0.0516d0
71.9d0  0.0492d0
72.0d0  0.0469d0
72.1d0  0.0448d0
72.2d0  0.0429d0
72.3d0  0.0412d0
72.4d0  0.0397d0
72.5d0  0.0388d0
72.6d0  0.0378d0
72.7d0  0.0372d0
72.8d0  0.0365d0
72.9d0  0.036d0
73.0d0  0.0357d0
73.1d0  0.0355d0
73.2d0  0.0354d0
73.3d0  0.0356d0
73.4d0  0.0359d0
73.5d0  0.0365d0
73.6d0  0.0373d0
73.7d0  0.0383d0
73.8d0  0.0397d0
73.9d0  0.0412d0
74.0d0  0.0428d0
74.1d0  0.0445d0
74.2d0  0.0464d0
74.3d0  0.0476d0
74.4d0  0.0506d0
74.5d0  0.0524d0
74.6d0  0.0543d0
74.7d0  0.0561d0
74.8d0  0.0579d0
74.9d0  0.0598d0
75.0d0  0.0614d0
75.1d0  0.0627d0
75.2d0  0.0639d0
75.3d0  0.0648d0
75.4d0  0.0654d0
75.5d0  0.0657d0
75.6d0  0.0657d0
75.7d0  0.0654d0
75.8d0  0.0649d0
75.9d0  0.0641d0
76.0d0  0.063d0
76.1d0  0.0618d0
76.2d0  0.0604d0
76.3d0  0.0589d0
76.4d0  0.0573d0
76.5d0  0.0559d0
76.6d0  0.0544d0
76.7d0  0.0531d0
76.8d0  0.0518d0
76.9d0  0.0506d0
77.0d0  0.0494d0
77.1d0  0.0485d0
77.2d0  0.0476d0
77.3d0  0.047d0
77.4d0  0.0463d0
77.5d0  0.0457d0
77.6d0  0.0451d0
77.7d0  0.0444d0
77.8d0  0.0439d0
77.9d0  0.0432d0
78.0d0  0.0427d0
78.1d0  0.042d0
78.2d0  0.0411d0
78.3d0  0.0403d0
78.4d0  0.0395d0
78.5d0  0.0387d0
78.6d0  0.0376d0
78.7d0  0.0368d0
78.8d0  0.0357d0
78.9d0  0.0347d0
79.0d0  0.0338d0
79.1d0  0.0328d0
79.2d0  0.032d0
79.3d0  0.0312d0
79.4d0  0.0305d0
79.5d0  0.0299d0
79.6d0  0.0294d0
79.7d0  0.0289d0
79.8d0  0.0286d0
79.9d0  0.0282d0
80.0d0  0.028d0
80.1d0  0.0278d0
80.2d0  0.0278d0
80.3d0  0.0278d0
80.4d0  0.0279d0
80.5d0  0.0281d0
80.6d0  0.0283d0
80.7d0  0.0286d0
80.8d0  0.0289d0
80.9d0  0.0293d0
81.0d0  0.0298d0
81.1d0  0.0303d0
81.2d0  0.0311d0
81.3d0  0.0317d0
81.4d0  0.0323d0
81.5d0  0.033d0
81.6d0  0.0337d0
81.7d0  0.0343d0
81.8d0  0.0349d0
81.9d0  0.0353d0
82.0d0  0.0357d0
82.1d0  0.0359d0
82.2d0  0.0362d0
82.3d0  0.0363d0
82.4d0  0.0362d0
82.5d0  0.0362d0
82.6d0  0.0362d0
82.7d0  0.0362d0
82.8d0  0.036d0
82.9d0  0.0358d0
83.0d0  0.0356d0
83.1d0  0.0355d0
83.2d0  0.0353d0
83.3d0  0.035d0
83.4d0  0.0347d0
83.5d0  0.0344d0
83.6d0  0.034d0
83.7d0  0.0337d0
83.8d0  0.0333d0
83.9d0  0.0329d0
84.0d0  0.0324d0
84.1d0  0.0319d0
84.2d0  0.0315d0
84.3d0  0.031d0
84.4d0  0.0306d0
84.5d0  0.0301d0
84.6d0  0.0298d0
84.7d0  0.0295d0
84.8d0  0.0292d0
84.9d0  0.029d0
85.0d0  0.0288d0
85.1d0  0.0287d0
85.2d0  0.0285d0
85.3d0  0.0283d0
85.4d0  0.0281d0
85.5d0  0.0278d0
85.6d0  0.0275d0
85.7d0  0.0271d0
85.8d0  0.0267d0
85.9d0  0.0262d0
86.0d0  0.0257d0
86.1d0  0.0251d0
86.2d0  0.0244d0
86.3d0  0.0237d0
86.4d0  0.023d0
86.5d0  0.0223d0
86.6d0  0.0217d0
86.7d0  0.0211d0
86.8d0  0.0206d0
86.9d0  0.0201d0
87.0d0  0.0198d0
87.1d0  0.0195d0
87.2d0  0.0193d0
87.3d0  0.0192d0
87.4d0  0.0192d0
87.5d0  0.0194d0
87.6d0  0.0197d0
87.7d0  0.02d0
87.8d0  0.021d0
87.9d0  0.0209d0
88.0d0  0.0215d0
88.1d0  0.0223d0
88.2d0  0.0233d0
88.3d0  0.0242d0
88.4d0  0.0255d0
88.5d0  0.0269d0
88.6d0  0.0285d0
88.7d0  0.0303d0
88.8d0  0.0323d0
88.9d0  0.0348d0
89.0d0  0.0404d0
89.1d0  0.0404d0
89.2d0  0.0438d0
89.3d0  0.0476d0
89.4d0  0.0473d0
89.5d0  0.056d0
89.6d0  0.0601d0
89.7d0  0.0641d0
89.8d0  0.0677d0
89.9d0  0.0713d0
90.0d0  0.0739d0
90.1d0  0.0761d0
90.2d0  0.0782d0
90.3d0  0.08d0
90.4d0  0.0816d0
90.6d0  0.0824d0
90.7d0  0.0821d0
90.8d0  0.0814d0
90.9d0  0.08d0
91.0d0  0.0788d0
91.1d0  0.0772d0
91.2d0  0.075d0
91.3d0  0.0728d0
91.4d0  0.0712d0
91.5d0  0.0687d0
91.7d0  0.0651d0
91.8d0  0.0621d0
91.9d0  0.0605d0
92.0d0  0.0593d0
92.1d0  0.0573d0
92.2d0  0.0559d0
