4d0  0.232d0
5d0  0.165d0
6d0  0.125d0
7d0  0.065d0
8d0  0.038d0
9d0  0.022d0
10d0 0.025d0
11d0 0.028d0
12d0 0.036d0
13d0 0.049d0
14d0 0.076d0
15d0 0.161d0
