66.0d0   0.4096d-1
66.5d0   0.4145d-1
67.0d0   0.4232d-1
67.5d0   0.4195d-1
68.0d0   0.3959d-1
68.5d0   0.3500d-1
69.0d0   0.2992d-1
69.5d0   0.2781d-1
70.0d0   0.3029d-1
70.5d0   0.4009d-1
71.0d0   0.4939d-1
71.5d0   0.5249d-1
72.0d0   0.5175d-1
72.5d0   0.4765d-1
73.0d0   0.3984d-1
73.5d0   0.2471d-1
74.0d0   0.1751d-1
74.5d0   0.1491d-1
75.0d0   0.1417d-1
75.5d0   0.1392d-1
76.0d0   0.1367d-1
76.5d0   0.1355d-1
77.0d0   0.1392d-1
77.5d0   0.1441d-1
78.0d0   0.1491d-1
78.5d0   0.1466d-1
79.0d0   0.1417d-1
79.5d0   0.1392d-1
80.0d0   0.1441d-1
80.5d0   0.1578d-1
81.0d0   0.1739d-1
81.5d0   0.1789d-1
82.0d0   0.1789d-1
82.5d0   0.1776d-1
83.0d0   0.1851d-1
83.5d0   0.2148d-1
84.0d0   0.2533d-1
84.5d0   0.2880d-1
85.0d0   0.3054d-1
85.5d0   0.3091d-1
86.0d0   0.3017d-1
86.5d0   0.2818d-1
87.0d0   0.2446d-1
87.5d0   0.2198d-1
88.0d0   0.1975d-1
89.0d0   0.1702d-1
90.0d0   0.1417d-1
91.0d0   0.1181d-1
91.5d0   0.1156d-1
92.0d0   0.1218d-1
93.0d0   0.1417d-1
94.0d0   0.1714d-1
95.0d0   0.1937d-1
95.5d0   0.1962d-1
96.0d0   0.1925d-1
97.0d0   0.1727d-1
98.0d0   0.1541d-1
99.0d0   0.1503d-1
99.5d0   0.1503d-1
100.0d0  0.1429d-1
101.5d0  0.1181d-1
103.5d0  0.1119d-1
106.0d0  0.0796d-1
107.0d0  0.0834d-1
108.0d0  0.1057d-1
109.0d0  0.1206d-1
110.0d0  0.1193d-1
